id,verse_text,label,sentiment,len_text,processed_text
,,,no impact,,youll lack business need pile
,,,no impact,,youll need business want lot
,,,no impact,,still upon flower
,,,no impact,,still upon blossom
,,,no impact,,still upon flower
,,,no impact,,still upon bloom
,,,no impact,,go out garden paries blow
,,,no impact,,leave garden rampart reverse
,,,no impact,,depart garden wall blow
,,,no impact,,bequeath garden wall gust
,,,no impact,,jolly early start
,,,no impact,,pretty former start
,,,no impact,,pretty other start
,,,no impact,,pretty other start
,,,no impact,,take easychair
,,,no impact,,read easychair
,,,no impact,,take easychair
,,,no impact,,withdraw easychair
,,,no impact,,accept gift wrought
,,,no impact,,accept gift work out
,,,no impact,,accept gift wrought
,,,no impact,,accept talent wrought
,,,no impact,,longdrawn bill wine beer
,,,no impact,,longdrawn bill wine beer
,,,no impact,,longdrawn bill wine beer
,,,no impact,,longdrawn bill wine beer
,,,no impact,,vaporing battery acid sat asquawkin mockinbird
,,,no impact,,gasconade dot sat asquawkin mockinbird
,,,no impact,,crowing point sat asquawkin mockinbird
,,,no impact,,bragging transportation sat asquawkin mockinbird
,,,no impact,,day experunce prove ye ez prosperous z clout gun trigger
,,,no impact,,clarence shepard day jr. experunce prove ye ez gentle z pull trigger
,,,no impact,,twenty four hours experunce prove ye ez easy z pull trigger
,,,no impact,,day experunce prove ye ez easy z pull induction
,,,no impact,,euryalus stood leaning ’ ning spoke
,,,no impact,,euryalus stood leaning ’ ning spoke
,,,no impact,,euryalus stood list ’ ning spoke
,,,no impact,,euryalus stood listing ’ ning spoke
,,,no impact,,yea world might vocalize ground stilled
,,,no impact,,yea world might sound terra firma tranquilize
,,,no impact,,yea globe might sound ground stilled
,,,no impact,,yea world might vocalize earth stilled
,,,no impact,,hebe metrical foot bore ambrosia round
,,,no impact,,hebe foot eager nectar troll
,,,no impact,,hebe foot bore ambrosia stave
,,,no impact,,hebe foot aegir nectar rhythm
,,,no impact,,till fur omega know aint inch thet could place han
,,,no impact,,boulder clay fur ezed know aint inch thet could lay han
,,,no impact,,till fur zed know aint inch thet could lay han dynasty
,,,no impact,,till fur z get laid aint column inch thet could lay han
,,,no impact,,mind sate
,,,no impact,,listening sate
,,,no impact,,take heed sate
,,,no impact,,hear sate
,,,no impact,,alton true laurel sandwich bonce
,,,no impact,,alton bay sandwich attic
,,,no impact,,alton true laurel sandwich dome
,,,no impact,,alton bay tree sandwich domed stadium
,,,no impact,,even eclipse go down moon
,,,no impact,,even eclipse descend moonlight
,,,no impact,,even eclipse descend lunation
,,,no impact,,still eclipse descending moonlight
,,,no impact,,ode take unity centesimal anniversary fight concord bridge
,,,no impact,,ode read one 100th anniversary fight harmony bridge
,,,no impact,,ode say one 100th anniversary battle concord bridge
,,,no impact,,ode read one and only hundredth anniversary competitiveness concord bridge deck
,,,no impact,,white cottageplain
,,,no impact,,blank cottageplain
,,,no impact,,white cottageplain
,,,no impact,,ashen cottageplain
,,,no impact,,set out endeth nevermore
,,,no impact,,begin endeth nevermore
,,,no impact,,begin endeth nevermore
,,,no impact,,begin endeth nevermore
,,,no impact,,throng pilgrimage fellow feeling
,,,no impact,,throng pilgrimage fellow feeling
,,,no impact,,throng pilgrimage understanding
,,,no impact,,throng pilgrim's journey sympathy
,,,no impact,,valentine newspaper publisher tinsel
,,,no impact,,valentine paper tinsel
,,,no impact,,valentine paper tinsel
,,,no impact,,valentine newspaper tinsel
,,,no impact,,lip heart refuse role
,,,no impact,,lip heart food waste part
,,,no impact,,lip affection refuse part
,,,no impact,,lip heart garbage division
,,,no impact,,waiting flutter homemade rainfly
,,,no impact,,waiting flap homemade fly sheet
,,,no impact,,waitress flutter homemade fly sheet
,,,no impact,,waiting hoo hah homemade tent fly
,,,no impact,,whereto title sole title toil
,,,no impact,,whereto title sole form of address toil
,,,no impact,,whereto claim sole rubric toil
,,,no impact,,whereto claim exclusive claim toil
,,,no impact,,walk beside sway
,,,no impact,,walk beside rock
,,,no impact,,walk beside sway
,,,no impact,,manner of walking beside rock
,,,no impact,,far peace of mind white man sheet
,,,no impact,,far pacification white gentleman's gentleman sail
,,,no impact,,far peacefulness white man cruise
,,,no impact,,far peace blanched man sail
,,,no impact,,bivouac firing apart
,,,no impact,,cantonment fire apart
,,,no impact,,bivouac fire apart
,,,no impact,,bivouac fire apart
,,,no impact,,antwerp monk crataegus laevigata sing quite a little thy poor spearmens soul
,,,no impact,,antwerp monk english hawthorn blab mass thy pitiful spearmens soul
,,,no impact,,antwerp thelonious sphere monk whitethorn sing great deal thy poor spearmens soul
,,,no impact,,antwerp monastic whitethorn sing mass thy misfortunate spearmens soul
,,,no impact,,sir dreamed pray sir
,,,no impact,,sir woolgather pray sir
,,,no impact,,sir dreamed pray sir
,,,no impact,,sir dreamed pray sir
,,,no impact,,subject matter like learned
,,,no impact,,message like take
,,,no impact,,message same learned
,,,no impact,,message same learned
,,,no impact,,beaconlight forth river held
,,,no impact,,beaconlight forth river held
,,,no impact,,beaconlight forth support
,,,no impact,,beaconlight forth hold
,,,no impact,,george vi command let wrong right field
,,,no impact,,george dictation rent wrong right
,,,no impact,,george instruction let wrong right hand
,,,no impact,,george ii command have wrong right
,,,no impact,,fortune obeys downright striker holler core
,,,no impact,,luck obeys downright striker hollow essence
,,,no impact,,luck obeys downright striker hollow effect
,,,no impact,,chance obeys downright striker hollow gist
,,,no impact,,hair forehead veering
,,,no impact,,hair forehead swerve
,,,no impact,,hair forehead swerve
,,,no impact,,hair forehead veering
,,,no impact,,withal unlike colour hide art
,,,no impact,,so far unlike colour hide art
,,,no impact,,yet different coloring hide fine art
,,,no impact,,yet different color fell art
,,,no impact,,intend lie dreaming
,,,no impact,,think lie dream
,,,no impact,,think lie daydream
,,,no impact,,think lie down dreaming
,,,no impact,,doth gather live
,,,no impact,,doth gathering know
,,,no impact,,doth gathering know
,,,no impact,,doth gather love
,,,no impact,,table salt sea foam
,,,no impact,,strategic arms limitation talks sea foam
,,,no impact,,salt sea froth
,,,no impact,,salt sea froth
,,,no impact,,clean brow rising read
,,,no impact,,honest brow rising enounce
,,,no impact,,middling supercilium rising said
,,,no impact,,middling brow rising state
,,,no impact,,silent sandal sweep mossy green
,,,no impact,,tacit sandal swept mossy green
,,,no impact,,soundless sandal swept mossy dark green
,,,no impact,,dumb sandal broom mossy green
,,,no impact,,nightly river become
,,,no impact,,every night river going
,,,no impact,,nightly river going
,,,no impact,,nightly river going
,,,no impact,,half secret tell
,,,no impact,,half secret tell
,,,no impact,,half secret distinguish
,,,no impact,,half secret severalize
,,,no impact,,like others slide
,,,no impact,,like others sneak
,,,no impact,,like others slip
,,,no impact,,similar others slip
,,,no impact,,besmear iridescent dirt
,,,no impact,,bedaubed chatoyant dirt
,,,no impact,,bedaubed iridescent grease
,,,no impact,,bedaubed opalescent dirt
,,,no impact,,thickset see lover conceal
,,,no impact,,duncish see lover hide
,,,no impact,,thick determine lover hide
,,,no impact,,boneheaded ascertain lover hiding
,,,no impact,,head lay human knee
,,,no impact,,capitulum lay knee
,,,no impact,,chief lay knee
,,,no impact,,head lay stifle
,,,no impact,,shorter snake hold
,,,no impact,,shorter snake hold
,,,no impact,,shorter ophidian delay
,,,no impact,,shorter snake time lag
,,,no impact,,sooner augustine sooner far shall
,,,no impact,,rather augustine sooner far shall
,,,no impact,,sooner augustine oklahoman far shall
,,,no impact,,sooner augustine sooner far shall
,,,no impact,,every wellness drink
,,,no impact,,every wellness drink
,,,no impact,,every wellness drink
,,,no impact,,every health drunkenness
,,,no impact,,end gambling
,,,no impact,,end gambling
,,,no impact,,end free rein
,,,no impact,,closing play
,,,no impact,,sundown would sip tea leaf drink beer eat
,,,no impact,,sundown would sip camellia sinensis drink beer eat
,,,no impact,,sunset would sip tea fuddle beer eat
,,,no impact,,sunset would sip tea booze beer eat
,,,no impact,,ear arrive murmur far sea beneath tip
,,,no impact,,capitulum come murmur far sea beneath wind
,,,no impact,,ear come murmur far sea beneath twist
,,,no impact,,auricle come murmur far sea beneath wind
,,,no impact,,fust knowed back come charles second
,,,no impact,,fust acknowledge rearwards come charles second
,,,no impact,,fust do it back come charles second
,,,no impact,,fust knowed rearwards come charles second
,,,negative,,lonesome sidereal day
,,,negative,,sole day
,,,negative,,only day
,,,negative,,lonesome solar day
,,,negative,,sole day
,,,negative,,lonesome mean solar day
,,,negative,,lonesome twenty four hours
,,,negative,,lonesome twenty four hours
,,,negative,,lonesome sidereal day
,,,negative,,lone day
,,,negative,,sole day
,,,negative,,lonesome solar day
,,,negative,,lonesome twenty four hour period
,,,negative,,lonesome 24 hour interval
,,,negative,,lonesome mean solar day
,,,negative,,only day
,,,negative,,sole day
,,,negative,,lonely day
,,,negative,,lonesome daytime
,,,negative,,lonesome solar day
,,,negative,,lonesome solar day
,,,negative,,lonesome sidereal day
,,,negative,,lonesome mean solar day
,,,negative,,sole day
,,,negative,,sole day
,,,negative,,lone day
,,,negative,,sole day
,,,negative,,lonesome solar day
,,,negative,,only day
,,,negative,,lonesome daytime
,,,negative,,worthless gaud deuce
,,,negative,,worthless gaud 2
,,,negative,,worthless trinket two
,,,negative,,worthless gaud deuce
,,,negative,,worthless gaud deuce
,,,negative,,ugly gaud two
,,,negative,,worthless gaud 2
,,,negative,,unworthy gaud two
,,,negative,,worthless bauble two
,,,negative,,worthless gaud 2
,,,negative,,worthless gaud 2
,,,negative,,worthless gaud ii
,,,negative,,worthless gaud deuce
,,,negative,,worthless gaud 2
,,,negative,,despicable gaud two
,,,negative,,worthless trinket two
,,,negative,,worthless gaud deuce
,,,negative,,worthless gaud deuce
,,,negative,,ugly gaud two
,,,negative,,vile gaud two
,,,negative,,wretched gaud two
,,,negative,,worthless trinket two
,,,negative,,worthless gewgaw two
,,,negative,,worthless gaud deuce
,,,negative,,worthless gaud ii
,,,negative,,worthless gaud deuce
,,,negative,,worthless gaud 2
,,,negative,,worthless gaud 2
,,,negative,,worthless bangle two
,,,negative,,worthless novelty two
,,,negative,,sounded oer earth sea bam war
,,,negative,,voice oer ground sea blast war
,,,negative,,sounded oer earth ocean blast war
,,,negative,,sounded oer earth ocean blast war
,,,negative,,sound oer earth sea clap war
,,,negative,,sounded oer earth sea bam war
,,,negative,,vocalize oer earth ocean blast war
,,,negative,,sounded oer earth ocean clap war
,,,negative,,sounded oer earth sea eruption state of war
,,,negative,,sounded oer earth sea blast warfare
,,,negative,,sound oer world sea blast war
,,,negative,,sound oer earth sea clap war
,,,negative,,sounded oer terra firma sea bam war
,,,negative,,sound oer earthly concern sea blast war
,,,negative,,sound oer earth sea blast warfare
,,,negative,,sounded oer earth sea bang war
,,,negative,,sounded oer world ocean blast war
,,,negative,,sound oer earth sea blast state of war
,,,negative,,sounded oer globe ocean blast war
,,,negative,,sounded oer earth sea bam warfare
,,,negative,,sound oer solid ground sea blast war
,,,negative,,sounded oer terra firma sea blast warfare
,,,negative,,sounded oer earth sea blast warfare
,,,negative,,sound oer earth sea blast warfare
,,,negative,,sound oer ground sea blast war
,,,negative,,sounded oer earth sea blast warfare
,,,negative,,sound oer earth sea blast war
,,,negative,,sounded oer earth sea blast warfare
,,,negative,,sounded oer world ocean blast war
,,,negative,,sounded oer earth sea eruption war
,,,negative,,want woe torture atomic number 92
,,,negative,,want woefulness torture atomic number 92
,,,negative,,want woe torture atomic number 92
,,,negative,,want woe torture uranium
,,,negative,,want woe torture uracil
,,,negative,,want woe twisting u
,,,negative,,want woefulness torment u
,,,negative,,want woe torture uracil
,,,negative,,want woe torture uranium
,,,negative,,want suffering torture u
,,,negative,,want woefulness torture uranium
,,,negative,,want suffering straining u
,,,negative,,want woe torture atomic number 92
,,,negative,,want woefulness torture uranium
,,,negative,,want suffering agony u
,,,negative,,want woefulness torture uranium
,,,negative,,want woe torment u
,,,negative,,want suffering torture u
,,,negative,,want woe straining u
,,,negative,,want woe torment atomic number 92
,,,negative,,want woe torment u
,,,negative,,want suffering torture u
,,,negative,,want woe torturing u
,,,negative,,want woe torture atomic number 92
,,,negative,,want suffering torture u
,,,negative,,want suffering distortion u
,,,negative,,want woefulness torture u
,,,negative,,want woe torture uracil
,,,negative,,want suffering twisting u
,,,negative,,want woefulness torment u
,,,negative,,sound reflection returned cold grey morn
,,,negative,,echo riposte stale gray morn
,,,negative,,reverberation returned cold gray forenoon
,,,negative,,reverberation returned cold gray morning time
,,,negative,,replication retrovert cold gray morn
,,,negative,,echo regress cold louis harold gray morn
,,,negative,,echo returned inhuman gray morning
,,,negative,,reverberation returned cold gray forenoon
,,,negative,,echo returned insensate gray forenoon
,,,negative,,sound reflection returned cold blooded gray morn
,,,negative,,reverberation fall cold gray morn
,,,negative,,echo returned cold louis harold gray morning time
,,,negative,,reverberation returned cold gray morning
,,,negative,,sound reflection returned inhuman gray morn
,,,negative,,sound reflection returned cold thomas gray morn
,,,negative,,replication returned cold grayness morn
,,,negative,,replication returned cold gray morning time
,,,negative,,echo rejoin cold asa gray morn
,,,negative,,replication returned inhuman gray morn
,,,negative,,echo returned moth eaten gray forenoon
,,,negative,,echo returned cold robert gray morning
,,,negative,,echo return cold grey morn
,,,negative,,echo come back cold gray morning time
,,,negative,,sound reflection returned insensate gray morn
,,,negative,,echo return cold thomas gray morn
,,,negative,,reverberation returned cold gy morn
,,,negative,,echo return cold gray forenoon
,,,negative,,echo returned cold grey forenoon
,,,negative,,reverberation return cold gray morn
,,,negative,,reverberation returned dusty gray morn
,,,negative,,built folly like bulwark
,,,negative,,build folly corresponding wall
,,,negative,,establish folly like wall
,,,negative,,built folly same wall
,,,negative,,progress folly like bulwark
,,,negative,,built folly alike paries
,,,negative,,establish folly like wall
,,,negative,,make folly like wall
,,,negative,,built folly similar wall
,,,negative,,built folly alike bulwark
,,,negative,,built folly comparable wall
,,,negative,,build folly like wall
,,,negative,,built folly corresponding paries
,,,negative,,build folly like paries
,,,negative,,build folly same wall
,,,negative,,built folly like bulwark
,,,negative,,build folly like rampart
,,,negative,,build folly alike wall
,,,negative,,built folly comparable wall
,,,negative,,built folly alike wall
,,,negative,,built folly like paries
,,,negative,,make folly same wall
,,,negative,,built folly like rampart
,,,negative,,built folly alike wall
,,,negative,,build up folly like rampart
,,,negative,,built folly corresponding wall
,,,negative,,built folly like rampart
,,,negative,,built folly like bulwark
,,,negative,,build folly similar wall
,,,negative,,built folly comparable paries
,,,negative,,ah stab ache sharp surprise
,,,negative,,ah stab ache sharp surprise
,,,negative,,ah pang ache sharp surprisal
,,,negative,,ah stab aching sharp surprisal
,,,negative,,ah pang aching sharp worded surprise
,,,negative,,ah pang aching tart surprise
,,,negative,,ah stab aching sharp surprise
,,,negative,,ah pang aching sharp surprisal
,,,negative,,ah twinge aching knifelike surprise
,,,negative,,ah twinge hurt sharp surprise
,,,negative,,ah pang aching sharp surprisal
,,,negative,,ah pang aching discriminating surprisal
,,,negative,,ah pang aching shrewd surprise
,,,negative,,ah pang aching crisp surprise
,,,negative,,ah stab aching sharp surprisal
,,,negative,,ah pang aching sharp surprisal
,,,negative,,ah pang aching shrill surprise
,,,negative,,ah stab aching sharp surprise
,,,negative,,ah pang hurt piercing surprise
,,,negative,,ah pang smart precipitous surprise
,,,negative,,ah pang aching crisp surprise
,,,negative,,ah twinge aching sharp surprisal
,,,negative,,ah pang hurt sharp surprisal
,,,negative,,ah pang smart sharp surprise
,,,negative,,ah pang aching sharp surprisal
,,,negative,,ah pang ache sharp surprise
,,,negative,,ah sting aching piercing surprise
,,,negative,,ah pang smart sharp surprise
,,,negative,,ah stab aching penetrative surprise
,,,negative,,ah sting aching sharp surprisal
,,,negative,,honest to god swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,former swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,sure enough swallowhaunted barn
,,,negative,,quondam swallowhaunted barn
,,,negative,,old swallowhaunted b
,,,negative,,old swallowhaunted b
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted b
,,,negative,,old swallowhaunted barn
,,,negative,,one time swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted b
,,,negative,,old swallowhaunted b
,,,negative,,one time swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,erstwhile swallowhaunted barn
,,,negative,,erstwhile swallowhaunted barn
,,,negative,,old swallowhaunted b
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted barn
,,,negative,,old swallowhaunted b
,,,negative,,comportment nursing home burned nest
,,,negative,,presence abode burned nest
,,,negative,,carriage plate burned nest
,,,negative,,posture home burn nest
,,,negative,,bearing abode burned nest
,,,negative,,bearing home burn up nest
,,,negative,,bearing habitation burned nest
,,,negative,,bearing plate burn nest
,,,negative,,presence home burned nest
,,,negative,,bearing home burn nest
,,,negative,,carriage home burned nest
,,,negative,,heraldic bearing home burn nest
,,,negative,,bearing dwelling burned nest
,,,negative,,armorial bearing household burned nest
,,,negative,,aim home burned nest
,,,negative,,bearing place burn nest
,,,negative,,carriage home cauterize nest
,,,negative,,mien dwelling house burned nest
,,,negative,,charge home sting nest
,,,negative,,bearing menage burned nest
,,,negative,,bearing home burn nest
,,,negative,,heraldic bearing home burned nest
,,,negative,,carriage home burn nest
,,,negative,,bearing home cauterize nest
,,,negative,,armorial bearing family burned nest
,,,negative,,heading base burned nest
,,,negative,,aim home plate burned nest
,,,negative,,comportment base burned nest
,,,negative,,bearing dwelling burned nest
,,,negative,,bearing home burn nest
,,,negative,,pennant sorrow nous loss
,,,negative,,crown sorrow promontory red ink
,,,negative,,peak sorrow head expiration
,,,negative,,crown sorrow head going
,,,negative,,crown sorrow straits loss
,,,negative,,crown sorrow head release
,,,negative,,crown sorrow fountainhead going
,,,negative,,crown sorrow forefront loss
,,,negative,,cap sorrow head loss
,,,negative,,summit sorrow head loss
,,,negative,,crest sorrow head release
,,,negative,,crown sorrow head deprivation
,,,negative,,crown sorrow head release
,,,negative,,crown sorrow point red
,,,negative,,crown sorrow brain passing
,,,negative,,crown sorrow principal exit
,,,negative,,crown sorrow drumhead red ink
,,,negative,,pate sorrow head loss
,,,negative,,crown sorrow head red ink
,,,negative,,jacket crown sorrow head loss
,,,negative,,crown sorrow capitulum red ink
,,,negative,,top sorrow header loss
,,,negative,,crown sorrow fountainhead red
,,,negative,,crown sorrow headspring deprivation
,,,negative,,pennant sorrow head personnel casualty
,,,negative,,crownwork sorrow head going
,,,negative,,crown sorrow school principal exit
,,,negative,,treetop sorrow head exit
,,,negative,,treetop sorrow head loss
,,,negative,,crown sorrow capitulum loss
,,,negative,,ballad watched lonely somberness
,,,negative,,ballad watched lonely gloom
,,,negative,,ballad learn lonely gloom
,,,negative,,ballad watched lonely gloom
,,,negative,,ballad watched lonely glumness
,,,negative,,lay watched lonely somberness
,,,negative,,ballad learn lonely gloom
,,,negative,,lay see lonely gloom
,,,negative,,ballad watched lonely gloom
,,,negative,,lay catch lonely sombreness
,,,negative,,ballad watched lonely somberness
,,,negative,,lay look on lonely gloom
,,,negative,,lay watched lonely sombreness
,,,negative,,lay watch lonely sombreness
,,,negative,,ballad watched lonely gloom
,,,negative,,lay keep an eye on lonely somberness
,,,negative,,ballad look on lonely gloom
,,,negative,,ballad watched lonely gloom
,,,negative,,ballad look out lonely gloom
,,,negative,,ballad watched lonely gloominess
,,,negative,,ballad watch lonely gloom
,,,negative,,ballad look out lonely gloom
,,,negative,,ballad watched lonely gloominess
,,,negative,,ballad watched lonely somberness
,,,negative,,ballad watched lonely sombreness
,,,negative,,lay ascertain lonely gloom
,,,negative,,ballad watched lonely gloom
,,,negative,,lay watched lonely sombreness
,,,negative,,lay follow lonely gloom
,,,negative,,ballad look out lonely gloom
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous wing intolerable
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous winged unendurable
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous wing intolerable
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous wing intolerable
,,,negative,,sceptremonstrous fly intolerable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous fly intolerable
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous wing intolerable
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous wing intolerable
,,,negative,,sceptremonstrous winged unendurable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous winged unbearable
,,,negative,,sceptremonstrous fly intolerable
,,,negative,,sceptremonstrous winged intolerable
,,,negative,,sceptremonstrous winged unendurable
,,,negative,,sceptremonstrous wing intolerable
,,,negative,,rude wreathe puff shadowy crown
,,,negative,,rude wind blow shadowy crest
,,,negative,,rude flatus blow shadowy crown
,,,negative,,rude thread blow shadowy crown
,,,negative,,rude wind blow shadowy crown
,,,negative,,rude scent nose candy shadowy crown
,,,negative,,rude wind blow shadowy crown
,,,negative,,rude wind blow shadowy summit
,,,negative,,rude wind blow shadowy crown
,,,negative,,rude wind blow shadowy crown
,,,negative,,rude wind blow shadowy crest
,,,negative,,rude air current blow shadowy crown
,,,negative,,rude wind gust shadowy crown
,,,negative,,rude confidential information blow shadowy treetop
,,,negative,,rude wander blow shadowy tip
,,,negative,,rude wrap blow shadowy crown
,,,negative,,rude wind puff shadowy crown
,,,negative,,rude wind reverse shadowy crown
,,,negative,,rude wind nose candy shadowy crown
,,,negative,,rude lift blow shadowy crown
,,,negative,,rude lead blow shadowy crown
,,,negative,,rude wind blast shadowy crown
,,,negative,,rude wind blow shadowy pate
,,,negative,,rude wind gust shadowy crest
,,,negative,,rude wind coke shadowy jacket crown
,,,negative,,rude lead blow shadowy crown
,,,negative,,rude wind puff shadowy crown
,,,negative,,rude twine blow shadowy crown
,,,negative,,rude wind black eye shadowy pate
,,,negative,,rude meander c shadowy crown
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison tight
,,,negative,,never again prison tight
,,,negative,,nevermore prison house tight
,,,negative,,nevermore prison house tight
,,,negative,,never again prison tight
,,,negative,,never again prison tight
,,,negative,,never again prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison house tight
,,,negative,,nevermore prison house tight
,,,negative,,never again prison tight
,,,negative,,never again prison tight
,,,negative,,nevermore prison house tight
,,,negative,,never again prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison house tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison house tight
,,,negative,,nevermore prison tight
,,,negative,,never again prison tight
,,,negative,,nevermore prison tight
,,,negative,,nevermore prison house tight
,,,negative,,never again prison tight
,,,negative,,nevermore prison tight
,,,negative,,may study whole youth expiration
,,,negative,,whitethorn meditate unharmed youth loss
,,,negative,,may muse whole youth deprivation
,,,negative,,crataegus laevigata meditate solid youth loss
,,,negative,,may meditate whole youthfulness release
,,,negative,,may meditate hale young person loss
,,,negative,,english hawthorn meditate whole youth passing
,,,negative,,may muse whole youth departure
,,,negative,,may meditate unscathed youth going
,,,negative,,may meditate whole early days exit
,,,negative,,may muse whole youth release
,,,negative,,may excogitate solid youth loss
,,,negative,,may contemplate unharmed youth loss
,,,negative,,may mull over whole youth release
,,,negative,,crataegus oxycantha meditate unscathed youth loss
,,,negative,,crataegus laevigata meditate solid youth loss
,,,negative,,may study unhurt youth loss
,,,negative,,may reflect unscathed youth loss
,,,negative,,may ruminate whole youth exit
,,,negative,,may muse whole youth going
,,,negative,,may meditate hale youth red ink
,,,negative,,crataegus oxycantha meditate whole youth going
,,,negative,,may meditate unharmed youth expiration
,,,negative,,may meditate unscathed youth exit
,,,negative,,crataegus laevigata meditate hale youth loss
,,,negative,,may meditate solid juvenility loss
,,,negative,,crataegus laevigata excogitate whole youth loss
,,,negative,,whitethorn meditate whole youth going
,,,negative,,crataegus oxycantha meditate whole younker loss
,,,negative,,crataegus laevigata ruminate whole youth loss
,,,negative,,thee oculus harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee center harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee oculus harsh long ago
,,,negative,,thee center harsh long ago
,,,negative,,thee centre harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee centre harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee center harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee centre harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee centre harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee optic harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee optic harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee eye harsh long ago
,,,negative,,thee centre harsh long ago
,,,negative,,foe inclosing admirer act on
,,,negative,,foe inclosing admirer act on
,,,negative,,foe introduce friend quest for
,,,negative,,foe inclosing supporter pursued
,,,negative,,foe inclosing acquaintance engage
,,,negative,,foe inclose friend prosecute
,,,negative,,foe inclosing friend prosecute
,,,negative,,foe enclose friend follow up on
,,,negative,,foe shut in acquaintance pursued
,,,negative,,foe close in friend pursued
,,,negative,,foe shut in acquaintance pursued
,,,negative,,foe enclose friend pursued
,,,negative,,foe inclosing friend pursue
,,,negative,,foe inclose supporter pursued
,,,negative,,foe insert friend pursued
,,,negative,,foe inclosing booster go after
,,,negative,,foe inclosing friend quest after
,,,negative,,foe stick in friend follow up on
,,,negative,,foe inclosing booster follow
,,,negative,,foe enclose supporter pursued
,,,negative,,foe inclosing supporter quest for
,,,negative,,foe inclosing acquaintance pursued
,,,negative,,foe put in friend pursued
,,,negative,,foe inclosing supporter pursued
,,,negative,,foe inclose friend pursued
,,,negative,,foe inclose ally pursued
,,,negative,,foe inclosing acquaintance prosecute
,,,negative,,foe inclosing acquaintance prosecute
,,,negative,,foe insert friend quest after
,,,negative,,foe put in friend pursued
,,,negative,,bow dread interrogator adoration lord dust
,,,negative,,bow dread inquisitor adoration lord detritus
,,,negative,,bow apprehensiveness inquisitor worship lord detritus
,,,negative,,bow dread interrogator adoration lord dust
,,,negative,,bow dread interrogator worship overlord dust
,,,negative,,bow apprehensiveness inquisitor adoration lord dust
,,,negative,,bow apprehension inquisitor worship master dust
,,,negative,,bow dread inquisitor adoration lord detritus
,,,negative,,bowknot dread inquisitor worship lord detritus
,,,negative,,bow apprehension inquisitor worship overlord dust
,,,negative,,bow dread inquisitor adoration lord junk
,,,negative,,bow apprehensiveness inquisitor adoration lord dust
,,,negative,,bow apprehension inquisitor worship lord junk
,,,negative,,bow apprehension interrogator worship lord dust
,,,negative,,bow dread inquisitor worship noble junk
,,,negative,,bow dread inquisitor adoration lord junk
,,,negative,,bow dread inquisitor adoration lord rubble
,,,negative,,bow dread interrogator worship lord junk
,,,negative,,bow apprehensiveness inquisitor worship lord rubble
